股票代號,股票名稱,融資買進,融資賣出,融資現金償還,融資前日餘額,融資今日餘額,融資限額,融券買進,融券賣出,融券現券償還,融券前日餘額,融券今日餘額,融券限額,資券互抵,註記
8163,達方,246,447,3,2670,2466,70000,3,2,,19,18,70000,3, 
8201,無敵,,,,,,,,,,,,,,OX 
8210,勤誠,144,84,,2140,2200,31329,3,6,,40,43,31329,, 
8213,志超,48,7,,4837,4878,67810,,2,,5,7,67810,, 
8215,明基材,49,76,,4024,3997,80168,,2,,397,399,80168,1, 
8222,寶一,16,45,,3966,3937,17143,,,,,,17143,, 
8249,菱光,494,594,,4767,4667,28587,,66,,8,74,28587,14, 
8261,富鼎,354,1096,4,7805,7059,20969,3,4,,43,44,20969,4, 
8271,宇瞻,261,286,,4256,4231,30522,59,18,,139,98,30522,5, 
8341,日友,,7,,338,331,32500,,,,,,32500,, 
8367,建新國際,2,,,27,29,23043,,,,,,23043,, 
8374,羅昇,612,1132,,2883,2363,22312,113,6,,210,103,22312,2, 
8404,百和興業-KY,18,26,,3757,3749,104983,,,,,,104983,, 
8411,福貞-KY,,,,24,24,54601,,,,,,54601,, 
8422,可寧衛*,159,219,13,32221,32148,339550,7,1,,114,108,339550,, 
8429,金麗-KY,52,51,,13157,13158,46436,,,,,,46436,, 
8438,昶昕,206,145,,6944,7005,17485,15,1,,49,35,17485,, 
8442,威宏-KY,1,6,,714,709,17542,,,,12,12,17542,, 
8443,阿瘦,,,,34,34,,,,,,,,,OX 
8454,富邦媒,134,59,,1005,1080,66243,,,1,7,6,66243,, 
8462,柏文,,,,1037,1037,20098,,,,,,20098,, 
8463,潤泰材,,11,,159,148,37500,,,,,,37500,, 
8464,億豐,1,2,,176,175,73255,,4,,,4,73255,, 
8466,美吉吉-KY,13,23,,675,665,19956,2,,,3,1,19956,, 
8467,波力-KY,,1,,316,315,12093,,,,2,2,12093,, 
8473,山林水,38,18,,1696,1716,42631,,,,3,3,42631,, 
8476,台境*,2,23,,9562,9541,41556,,,,11,11,41556,, 
8478,東哥遊艇,9,13,4,1033,1025,23493,2,,,2,,23493,, 
8481,政伸,1,1,,7,7,16650,,,,,,16650,, 
8482,商億-KY,,,,190,190,26861,,,,,,26861,, 
8487,愛爾達-創,2,15,,36,23,6633,,,,,,6633,, 
8488,吉源-KY,8,,,13,21,18375,,,,,,18375,, 
8499,鼎炫-KY,16,7,,627,636,10291,,,,73,73,10291,, 
8926,台汽電,249,1409,,4737,3577,182570,37,78,,576,617,182570,8, 
8940,新天地,7,5,,56,58,16872,,,,,,16872,, 
8996,高力,55,175,1,4751,4630,23373,2,3,,127,128,23373,, 
9103,美德醫療-DR,46,155,,4110,4001,51382,3,10,,3,10,51382,3, 
910322,康師傅-DR,,,,,,,,,,,,,,OX 
9105,泰金寶-DR,602,348,98,53453,53609,407572,,,,,,407572,, 
910861,神州-DR,,,,,,,,,,,,,,OX 
911868,同方友友-DR,,,,,,,,,,,,,,OX 
912000,晨訊科-DR,22,,,9400,9422,39823,,,,,,39823,, 
9136,巨騰-DR,2023,1154,,10364,11233,36072,,40,,,40,36072,3, 
9802,鈺齊-KY,27,24,1,2364,2366,50247,,,,16,16,50247,, 
9902,台火,12,11,,3496,3497,24512,,,,,,24512,, 
9904,寶成,1043,70,,17752,18725,736696,12,,,116,104,736696,, 
9905,大華,,,,265,265,76250,,,,,,76250,, 
9906,欣巴巴,,5,49,390,336,22594,,,,6,6,22594,, 
9907,統一實,197,23,35,3574,3713,394786,,,,9,9,394786,, 
9908,大台北,,26,,232,206,129089,,,,,,129089,, 
9910,豐泰,39,6,,3511,3544,246870,,5,,2,7,246870,, 
9911,櫻花,2,1,,339,340,55597,,,,,,55597,, 
9912,偉聯,,,,,,,,,,,,,,OX 
9914,美利達,73,83,,2964,2954,74745,21,11,,87,77,74745,, 
9917,中保科,,11,,66,55,112799,,,,,,112799,, 
9918,欣天然,,4,,128,124,45134,,,,,,45134,, 
9919,康那香,28,21,,8406,8413,48840,,4,,1,5,48840,, 
9921,巨大,34,336,,2406,2104,98016,1,,,34,33,98016,, 
9924,福興,,,,696,696,37690,,,,,,37690,, 
9925,新保,,,,7,7,96872,,,,,,96872,, 
9926,新海,,4,,20,16,44876,,,,,,44876,, 
9927,泰銘,,,,46,46,30000,,,,,,30000,, 
9928,中視,1,2,,296,295,15481,,,,,,15481,, 
9929,秋雨,,,,,,,,,,,,,,OX 
9930,中聯資源,,,,13,13,62135,,,,,,62135,, 
9931,欣高,,1,,113,112,30092,,,,,,30092,, 
9933,中鼎,53,194,,4555,4414,225102,,5,,19,24,225102,, 
9934,成霖,6,6,,4577,4577,102754,,,,1,1,102754,, 
9935,慶豐富,42,7,,1104,1139,44459,,,,,,44459,, 
9937,全國,,,,149,149,77260,,,,,,77260,, 
9938,百和,21,11,20,3502,3492,74490,,,,5,5,74490,, 
9939,宏全,131,59,,1113,1185,73946,,3,,1,4,73946,, 
9940,信義,1,7,4,970,960,184211,,,,1,1,184211,, 
9941,裕融,29,35,,1183,1177,143909,,,,3,3,143909,, 
9942,茂順,,5,,85,80,20790,,,,,,20790,, 
9943,好樂迪,3,,,94,97,31292,,,,,,31292,, 
9944,新麗,163,158,,5501,5506,26477,,,,,,26477,, 
9945,潤泰新,198,274,6,21990,21908,711056,,,,13,13,711056,2, 
9946,三發地產,18,20,3,1638,1633,81638,1,,,1,,81638,, 
9955,佳龍,6,6,,1371,1371,26108,1,,,39,38,26108,, 
9958,世紀鋼,248,75,,8586,8759,61724,,,,16,16,61724,1, 
